section,url,pub_date,headline,headline_len,word_count,num_links,num_images,num_ads_est,images
education,https://www.thebaltimorebanner.com/education/higher-education/johns-hopkins-student-visas-revoked-HTQDUBLPIFH7TA7BOPQOKXRYQY/,2025-04-11T17:30:00,‘Several dozen’ Johns Hopkins student visas revoked,7,318,6,0,3,[]
education,https://www.thebaltimorebanner.com/education/higher-education/johns-hopkins-university-37-visas-revoked-EZXNYMCMU5HPZIIMWGCYL5UGUY/,2025-04-15T17:28:00,37 Johns Hopkins students had visas revoked in nationwide crackdown,10,449,9,0,3,[]
education,https://www.thebaltimorebanner.com/education/higher-education/robert-hur-maryland-AJDLDO2NCZCD7IFQFLNKRNEMQY/,2025-04-24T14:10:00,How a former Maryland U.S. attorney became key in Harvard’s legal battle,12,597,13,0,5,[]
education,https://www.thebaltimorebanner.com/education/higher-education/ryan-holiday-naval-academy-lecture-dei-RDG7YVOTCRAIJPF2FT6GITCHXQ/,2025-04-21T17:51:00,He refused to censor his lecture. Then the Naval Academy canceled it.,12,699,7,1,5,"[{""src"": ""//www.thebaltimorebanner.com/resizer/v2/VTF6KJ7WDRB3PGSE7IZYQWIAII.JPG?auth=ad8ba4bde60c18bfa1176da7ca17d6900a926e7f58b5286c37c5be3394aa854c&quality=85&width=1024&smart=true"", ""width"": null, ""height"": null}]"
education,https://www.thebaltimorebanner.com/education/higher-education/student-visas-lawsuit-maryland-2L7FGOBORRBEZNDB44X7H7NQHQ/,2025-04-11T15:45:00,Maryland colleges back lawsuit to halt Trump visa cancellations,9,694,7,0,5,[]
education,https://www.thebaltimorebanner.com/education/higher-education/university-of-maryland-defense-compact-big-ten-trump-GIKHGZTGG5C5RCUV5I3ATVSZKU/,2025-04-25T15:19:00,University of Maryland faculty vote to join Big Ten alliance against Trump,12,604,6,0,5,[]
education,https://www.thebaltimorebanner.com/education/higher-education/university-of-maryland-student-visas-DDO3C6KEQBBERHHIGOOXFAYS4I/,2025-04-17T17:09:00,7 University of Maryland students lose visas amid federal crackdown,10,269,7,0,2,[]
education,https://www.thebaltimorebanner.com/education/k-12-schools/baltimore-city-schools-cyberattack-IHZWVFPFCJDI5N5Y7Z333676ZY/,2025-04-22T13:09:00,Baltimore schools cyberattack compromised staff and student data,8,421,2,1,4,"[{""src"": ""https://www.thebaltimorebanner.com/resizer/v2/XGEK3SRQKVE4XEX77443ADJ2PI.png?auth=8c256b33302fb7eef9442814a53f69d54c28333507ece4df5dba01909b146a1c&width=97&height=97&smart=true&quality=85"", ""width"": 97, ""height"": 97}]"
education,https://www.thebaltimorebanner.com/education/k-12-schools/calvert-hall-abuse-allegations-JNTZU4UXV5ASBGMM2LNS2HN7YE/,2025-04-15T19:49:00,New court filings reveal total of 19 men allege sexual abuse and cover-up at Calvert Hall,16,709,3,0,6,[]
education,https://www.thebaltimorebanner.com/education/k-12-schools/calvert-hall-towson-allegations-abuse-QIUGMGJH5VEVZP57CAUA2LNVSE/,2025-04-14T14:47:00,Survivors allege ‘decades’ of sexual abuse and cover-up at Calvert Hall,11,1207,4,2,7,"[{""src"": ""//www.thebaltimorebanner.com/resizer/v2/7ZDDNUYT5RBHDDYWGJC7HCB7LA.JPG?auth=e76197b797907c8c576650966c422709a98d9ce9e416a163241f2431cffe4fdd&quality=85&width=1024&smart=true"", ""width"": null, ""height"": null}, {""src"": ""//www.thebaltimorebanner.com/resizer/v2/W6SVUAVBBJELDH76HNH27BLU6Q.JPG?auth=36f6d52028fbafbd3ce01d20d84b5f59e33ea81f107cfb6334b4c2a730b7a5af&quality=85&width=1024&smart=true"", ""width"": null, ""height"": null}]"
education,https://www.thebaltimorebanner.com/education/k-12-schools/dei-maryland-schools-JGJ5LZ5Q2BDKJCIU2XA5RSSWE4/,2025-04-11T15:28:00,Maryland schools plan to comply with federal DEI demands,9,928,9,0,6,[]
education,https://www.thebaltimorebanner.com/education/k-12-schools/maryland-schools-dei-APQ4LALHAJGB3C36TA3DTBGCLI/,2025-04-24T18:15:00,"Maryland schools won’t end diversity programs, despite Trump demands",9,606,6,0,4,[]
education,https://www.thebaltimorebanner.com/education/k-12-schools/montgomery-county-schools-lgbtq-books-DYND7V2SABCFHNK3PYKUVAGKTE/,2025-04-22T14:31:00,Supreme Court signals support for Maryland parents opposed to LGBTQ books in schools,13,410,5,1,3,"[{""src"": ""https://www.thebaltimorebanner.com/resizer/v2/5YUXRT446NAZRJXPCQ65PM3M7A.jpg?auth=76b2f35dedfa79048b133ef33c7c5985a617084f572ed197a68cb8d7c7a533bd&width=97&height=97&smart=true&quality=85"", ""width"": 97, ""height"": 97}]"
education,https://www.thebaltimorebanner.com/education/k-12-schools/new-charter-academy-charter-canceled-QESQAVOT2BHEFD36LHZTXUCOAA/,2025-04-25T16:55:00,Annapolis was supposed to get a new charter school. Then Trump took office.,13,436,5,0,3,[]
education,https://www.thebaltimorebanner.com/education/k-12-schools/supreme-court-montgomery-county-books-I2ESFPSYFRGLHHJANPKBFL74SQ/,2025-04-22T05:30:00,Maryland’s largest school district heads to the Supreme Court. Here’s what to know.,13,1100,8,0,7,[]
education,https://www.thebaltimorebanner.com/education/k-12-schools/trump-dei-education-lawsuit-LS3GL2BGEBETVL2MG5VPFIM4U4/,2025-04-25T17:23:00,Maryland lawsuit challenges federal threats to withhold education funding,9,484,4,0,3,[]
education,https://www.thebaltimorebanner.com/education/maryland-lawsuit-trump-pandemic-relief-schools-GBOCSL7FUJBE5CJSG3JIRSNYPQ/,2025-04-11T08:44:00,Maryland sues over Trump administration’s sudden halt of pandemic relief aid for schools,13,406,2,0,2,[]
